transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000086,card_00089,2026-01-15T20:40:11Z,29.89,grocery,IN,False,False
txn_0000087,card_00847,2026-01-16T13:40:14Z,236.79,entertainment,DE,True,False
txn_0000088,card_00061,2026-01-17T12:42:21Z,35.49,entertainment,GB,True,False
txn_0000089,card_00125,2026-01-12T04:47:16Z,175.27,electronics,AE,True,False
txn_0000090,card_00415,2026-01-16T01:05:20Z,44.5,fuel,SG,False,False
txn_0000091,card_00732,2026-01-01T15:51:02Z,90.1,restaurant,GB,False,False
txn_0000092,card_00580,2026-01-24T13:11:54Z,368.16,entertainment,DE,False,False
txn_0000093,card_00888,2026-01-27T06:54:21Z,146.05,atm_withdrawal,DE,False,False
txn_0000094,card_00547,2026-01-23T12:44:43Z,14.29,grocery,US,False,False
txn_0000095,card_00347,2026-01-11T08:52:48Z,38.1,utilities,DE,True,False
txn_0000096,card_00808,2026-01-09T06:58:28Z,128.91,fuel,SG,True,False
txn_0000097,card_00505,2026-01-06T03:48:14Z,64.63,fuel,IN,True,False
txn_0000098,card_00373,2026-01-17T02:32:03Z,42.02,pharmacy,IN,True,False
txn_0000099,card_00653,2026-01-19T11:24:00Z,177.3,restaurant,DE,True,False
txn_0000100,card_00131,2026-01-26T17:09:02Z,325.2,grocery,DE,True,True
txn_0000101,card_00451,2026-01-08T08:35:20Z,29.7,fuel,US,False,False
txn_0000102,card_00453,2026-01-29T22:07:55Z,188.87,online_retail,IN,True,False
txn_0000103,card_00759,2026-01-30T05:19:49Z,28.43,pharmacy,US,True,False
txn_0000104,card_00301,2026-01-01T22:13:08Z,189.64,utilities,US,True,False
txn_0000105,card_00090,2026-01-05T15:35:33Z,20.21,utilities,IN,True,False
txn_0000106,card_00019,2026-01-12T03:42:50Z,9.07,grocery,SG,False,False
txn_0000107,card_00268,2026-01-07T22:45:40Z,100.87,grocery,GB,True,False
txn_0000108,card_00149,2026-01-04T18:48:42Z,49.6,pharmacy,US,False,False
txn_0000109,card_00194,2026-01-02T15:05:53Z,192.0,electronics,SG,False,False
txn_0000110,card_00390,2026-01-23T10:01:33Z,28.73,online_retail,US,True,False
txn_0000111,card_00808,2026-01-05T06:32:18Z,200.49,atm_withdrawal,SG,True,False
txn_0000112,card_00582,2026-01-17T09:27:48Z,86.82,restaurant,DE,False,False
txn_0000113,card_00119,2026-01-22T02:46:25Z,844.65,entertainment,DE,False,True
txn_0000114,card_00416,2026-01-28T10:56:14Z,5.47,electronics,IN,True,False
txn_0000115,card_00842,2026-01-24T14:45:27Z,4.52,utilities,US,False,False
txn_0000116,card_00598,2026-01-29T15:15:40Z,367.35,entertainment,US,False,False
txn_0000117,card_00433,2026-01-17T14:52:00Z,57.44,entertainment,DE,True,False
txn_0000118,card_00501,2026-01-30T16:29:19Z,24.02,fuel,IN,False,False
txn_0000119,card_00622,2026-01-20T13:18:32Z,60.87,electronics,DE,True,False
txn_0000120,card_00802,2026-01-15T15:25:39Z,55.92,pharmacy,DE,True,False
txn_0000121,card_00101,2026-01-07T14:48:24Z,51.41,restaurant,DE,True,False
txn_0000122,card_00184,2026-01-07T03:18:44Z,84.84,travel,AE,False,False
txn_0000123,card_00404,2026-01-01T04:36:06Z,43.46,grocery,SG,True,False
txn_0000124,card_00765,2026-01-11T13:35:52Z,278.11,atm_withdrawal,AE,False,False
txn_0000125,card_00051,2026-01-10T08:58:47Z,17.2,travel,GB,False,False
txn_0000126,card_00877,2026-01-20T22:07:21Z,238.56,utilities,IN,True,False
txn_0000127,card_00118,2026-01-03T03:20:29Z,45.38,online_retail,SG,False,False
txn_0000128,card_00475,2026-01-04T17:21:50Z,39.14,online_retail,DE,True,False
txn_0000129,card_00710,2026-01-04T11:14:24Z,107.13,travel,IN,True,False
txn_0000130,card_00644,2026-01-30T22:42:46Z,120.53,pharmacy,AE,True,False
txn_0000131,card_00369,2026-01-26T19:42:57Z,53.5,grocery,US,True,False
txn_0000132,card_00733,2026-01-26T08:15:33Z,67.26,restaurant,DE,True,False
txn_0000133,card_00355,2026-01-06T21:16:53Z,121.62,fuel,GB,False,False
txn_0000134,card_00694,2026-01-28T14:36:57Z,27.21,restaurant,DE,False,False
txn_0000135,card_00640,2026-01-11T04:18:56Z,58.39,online_retail,DE,False,False
txn_0000136,card_00740,2026-01-24T17:58:47Z,19.14,entertainment,IN,False,False
txn_0000137,card_00842,2026-01-30T21:02:57Z,48.4,electronics,IN,True,False
txn_0000138,card_00217,2026-01-11T02:30:08Z,23.1,restaurant,IN,False,False
txn_0000139,card_00659,2026-01-07T03:38:18Z,13.86,pharmacy,AE,True,False
txn_0000140,card_00144,2026-01-27T04:46:45Z,220.43,utilities,DE,True,False
txn_0000141,card_00046,2026-01-05T03:23:17Z,7.34,atm_withdrawal,SG,False,False
txn_0000142,card_00876,2026-01-10T23:57:57Z,11.76,online_retail,SG,True,False
txn_0000143,card_00317,2026-01-06T11:05:01Z,6.38,electronics,DE,False,False
txn_0000144,card_00657,2026-01-03T01:56:52Z,620.67,grocery,DE,False,False
txn_0000145,card_00384,2026-01-07T06:16:16Z,7.04,pharmacy,GB,True,False
txn_0000146,card_00032,2026-01-24T07:13:59Z,94.85,utilities,IN,False,False
txn_0000147,card_00302,2026-01-19T03:04:25Z,37.4,atm_withdrawal,GB,True,False
txn_0000148,card_00829,2026-01-22T21:59:57Z,122.48,restaurant,US,False,True
txn_0000149,card_00557,2026-01-15T10:36:18Z,434.88,online_retail,DE,False,False
txn_0000150,card_00676,2026-01-28T11:07:12Z,71.6,travel,DE,True,False
txn_0000151,card_00311,2026-01-12T21:21:49Z,243.52,fuel,AE,True,False
txn_0000152,card_00327,2026-01-29T12:31:35Z,23.53,travel,AE,True,False
txn_0000153,card_00062,2026-01-01T10:02:10Z,95.61,pharmacy,SG,False,False
txn_0000154,card_00124,2026-01-03T04:12:14Z,159.39,utilities,US,False,False
txn_0000155,card_00031,2026-01-23T02:25:02Z,161.74,online_retail,SG,True,False
txn_0000156,card_00661,2026-01-26T15:44:14Z,50.42,entertainment,IN,False,False
txn_0000157,card_00560,2026-01-30T19:47:03Z,71.36,grocery,AE,False,False
txn_0000158,card_00199,2026-01-08T16:39:27Z,160.53,atm_withdrawal,IN,False,False
txn_0000159,card_00839,2026-01-15T06:42:34Z,174.43,pharmacy,DE,True,False
txn_0000160,card_00637,2026-01-07T06:53:21Z,35.89,restaurant,US,True,False
txn_0000161,card_00833,2026-01-25T16:44:20Z,88.08,online_retail,DE,False,False
txn_0000162,card_00298,2026-01-21T21:27:55Z,254.95,pharmacy,AE,True,False
txn_0000163,card_00238,2026-01-13T03:21:39Z,2554.18,grocery,AE,False,False
txn_0000164,card_00516,2026-01-17T18:09:05Z,57.98,grocery,IN,False,False
txn_0000165,card_00452,2026-01-07T10:27:11Z,27.27,utilities,AE,True,False
txn_0000166,card_00099,2026-01-22T13:03:30Z,10.55,utilities,DE,False,False
txn_0000167,card_00463,2026-01-09T15:22:07Z,87.95,restaurant,SG,True,False
txn_0000168,card_00408,2026-01-09T21:32:35Z,148.56,grocery,SG,False,True
txn_0000169,card_00543,2026-01-28T22:28:36Z,168.35,electronics,AE,True,False
txn_0000170,card_00048,2026-01-15T14:23:26Z,404.16,atm_withdrawal,US,True,False
txn_0000171,card_00006,2026-01-24T19:22:07Z,1334.2,pharmacy,US,True,False
txn_0000172,card_00778,2026-01-24T02:53:37Z,98.08,restaurant,AE,True,False
txn_0000173,card_00256,2026-01-06T18:15:54Z,65.23,online_retail,DE,False,False
txn_0000174,card_00176,2026-01-14T18:48:35Z,23.58,pharmacy,GB,False,False
txn_0000175,card_00648,2026-01-05T09:48:08Z,19.61,pharmacy,AE,True,False
txn_0000176,card_00627,2026-01-17T18:47:05Z,48.22,atm_withdrawal,DE,True,False
txn_0000177,card_00445,2026-01-05T13:54:20Z,23.91,travel,US,True,False
txn_0000178,card_00318,2026-01-28T01:38:10Z,67.29,atm_withdrawal,US,False,False
txn_0000179,card_00086,2026-01-15T00:32:10Z,279.69,electronics,GB,True,False
txn_0000180,card_00234,2026-01-11T23:06:45Z,10.8,restaurant,SG,False,False
txn_0000181,card_00732,2026-01-29T19:24:39Z,7.32,pharmacy,SG,True,False
txn_0000182,card_00053,2026-01-12T18:39:10Z,168.06,entertainment,GB,True,False
txn_0000183,card_00352,2026-01-16T08:48:17Z,22.6,fuel,IN,True,False
txn_0000184,card_00746,2026-01-30T09:57:33Z,41.14,pharmacy,GB,False,False
txn_0000185,card_00147,2026-01-19T08:31:45Z,261.49,fuel,IN,False,False
txn_0000186,card_00677,2026-01-18T11:37:23Z,8.44,restaurant,US,True,False
txn_0000187,card_00401,2026-01-19T08:43:06Z,32.09,fuel,DE,False,False
txn_0000188,card_00438,2026-01-18T02:28:18Z,37.99,utilities,GB,False,False
txn_0000189,card_00243,2026-01-04T10:43:27Z,64.13,atm_withdrawal,DE,False,False
txn_0000190,card_00204,2026-01-14T17:35:10Z,46.56,utilities,AE,False,False
txn_0000191,card_00678,2026-01-24T20:27:52Z,20.0,atm_withdrawal,DE,False,False
txn_0000192,card_00038,2026-01-27T23:29:39Z,87.47,fuel,US,True,False
txn_0000193,card_00078,2026-01-17T09:35:45Z,481.6,online_retail,AE,False,False
txn_0000194,card_00701,2026-01-18T13:25:00Z,9.67,restaurant,IN,True,False
txn_0000195,card_00747,2026-01-05T07:07:14Z,554.78,utilities,AE,True,False
txn_0000196,card_00767,2026-01-07T12:01:47Z,64.73,grocery,DE,True,False
txn_0000197,card_00122,2026-01-30T11:05:46Z,34.24,electronics,SG,True,False
txn_0000198,card_00869,2026-01-10T01:01:31Z,31.26,pharmacy,SG,True,False
txn_0000199,card_00545,2026-01-28T13:28:20Z,176.0,fuel,GB,True,False
txn_0000200,card_00879,2026-01-25T20:25:32Z,23.12,atm_withdrawal,AE,True,False
txn_0000201,card_00863,2026-01-11T18:59:27Z,695.75,entertainment,GB,False,False
txn_0000202,card_00119,2026-01-11T08:02:47Z,67.83,grocery,SG,False,False
txn_0000203,card_00747,2026-01-25T08:58:09Z,68.38,electronics,AE,True,False
txn_0000204,card_00343,2026-01-11T00:19:44Z,126.79,travel,US,True,False
txn_0000205,card_00741,2026-01-21T04:32:32Z,19.12,fuel,AE,True,False
txn_0000206,card_00728,2026-01-01T17:31:41Z,19.19,online_retail,IN,True,False
txn_0000207,card_00320,2026-01-25T05:07:32Z,187.58,pharmacy,GB,True,False
txn_0000208,card_00867,2026-01-04T21:39:02Z,706.24,entertainment,GB,True,False
txn_0000209,card_00442,2026-01-08T15:49:55Z,28.9,grocery,IN,False,False
txn_0000210,card_00256,2026-01-09T18:18:36Z,18.89,entertainment,GB,True,False
txn_0000211,card_00094,2026-01-12T20:17:34Z,67.63,pharmacy,GB,False,False
txn_0000212,card_00066,2026-01-02T04:06:58Z,8.19,online_retail,DE,True,False
txn_0000213,card_00797,2026-01-02T00:36:55Z,135.55,online_retail,AE,True,False
txn_0000214,card_00668,2026-01-15T02:08:33Z,35.98,travel,DE,True,False
txn_0000215,card_00654,2026-01-06T00:29:31Z,95.59,entertainment,DE,True,False
txn_0000216,card_00008,2026-01-26T18:02:58Z,499.84,grocery,GB,False,False
txn_0000217,card_00459,2026-01-19T21:06:09Z,66.46,restaurant,SG,True,False
txn_0000218,card_00388,2026-01-29T03:35:05Z,57.46,electronics,IN,False,False
txn_0000219,card_00704,2026-01-21T22:42:56Z,122.2,grocery,SG,False,False
txn_0000220,card_00228,2026-01-16T14:59:47Z,68.55,atm_withdrawal,US,True,False
txn_0000221,card_00676,2026-01-01T14:11:49Z,75.43,utilities,SG,True,False
txn_0000222,card_00835,2026-01-20T13:38:10Z,91.52,fuel,DE,True,False
txn_0000223,card_00018,2026-01-26T06:57:35Z,485.41,atm_withdrawal,AE,True,False
txn_0000224,card_00542,2026-01-20T23:37:18Z,128.63,entertainment,IN,True,False
txn_0000225,card_00380,2026-01-25T18:39:28Z,149.0,utilities,DE,True,False
txn_0000226,card_00146,2026-01-30T15:47:29Z,96.49,atm_withdrawal,IN,True,False
txn_0000227,card_00859,2026-01-07T11:11:52Z,347.7,entertainment,US,False,False
txn_0000228,card_00550,2026-01-03T23:58:55Z,23.09,fuel,IN,True,False
txn_0000229,card_00765,2026-01-18T04:33:22Z,17.55,atm_withdrawal,AE,False,False
txn_0000230,card_00330,2026-01-04T03:09:58Z,9.38,utilities,SG,True,False
txn_0000231,card_00891,2026-01-13T19:07:50Z,300.12,fuel,US,False,False
txn_0000232,card_00590,2026-01-12T02:31:12Z,41.62,fuel,AE,True,False
txn_0000233,card_00543,2026-01-13T04:24:09Z,226.55,travel,IN,False,False
txn_0000234,card_00461,2026-01-13T03:59:38Z,138.27,atm_withdrawal,US,True,False
txn_0000235,card_00235,2026-01-06T20:01:14Z,109.75,utilities,SG,False,True
txn_0000236,card_00887,2026-01-15T07:58:14Z,387.84,pharmacy,IN,True,True
txn_0000237,card_00246,2026-01-07T12:29:18Z,297.04,atm_withdrawal,DE,True,False
txn_0000238,card_00685,2026-01-18T03:49:10Z,68.83,online_retail,DE,True,False
txn_0000239,card_00537,2026-01-13T13:56:19Z,67.23,pharmacy,DE,True,False
txn_0000240,card_00664,2026-01-07T16:41:52Z,19.38,grocery,SG,False,False
txn_0000241,card_00546,2026-01-10T08:49:07Z,147.73,atm_withdrawal,US,False,True
txn_0000242,card_00084,2026-01-16T20:05:23Z,45.61,restaurant,AE,False,False
txn_0000243,card_00359,2026-01-12T01:52:01Z,149.5,online_retail,GB,True,False
txn_0000244,card_00189,2026-01-02T02:30:20Z,27.02,atm_withdrawal,SG,True,False
txn_0000245,card_00472,2026-01-18T21:12:07Z,31.61,atm_withdrawal,AE,False,False
txn_0000246,card_00716,2026-01-09T15:18:41Z,73.58,utilities,IN,False,False
txn_0000247,card_00882,2026-01-28T15:24:14Z,565.54,online_retail,US,True,False
txn_0000248,card_00819,2026-01-08T05:16:45Z,30.5,online_retail,SG,False,False
txn_0000249,card_00894,2026-01-16T19:31:17Z,101.11,pharmacy,SG,True,False
txn_0000250,card_00108,2026-01-27T06:50:37Z,156.36,restaurant,SG,False,False
txn_0000251,card_00644,2026-01-29T09:48:04Z,166.15,pharmacy,GB,False,False
txn_0000252,card_00163,2026-01-29T01:48:42Z,235.91,restaurant,DE,True,False
txn_0000253,card_00573,2026-01-04T14:14:48Z,2.26,fuel,GB,True,False
txn_0000254,card_00339,2026-01-04T03:02:37Z,39.78,entertainment,AE,False,False
txn_0000255,card_00678,2026-01-09T16:44:42Z,288.12,online_retail,SG,False,True
txn_0000256,card_00016,2026-01-25T07:01:55Z,46.11,fuel,SG,False,False
txn_0000257,card_00718,2026-01-13T07:42:15Z,36.61,electronics,AE,True,False
txn_0000258,card_00130,2026-01-18T10:58:07Z,30.85,pharmacy,DE,False,False
txn_0000259,card_00221,2026-01-29T04:54:49Z,150.22,utilities,GB,True,False
txn_0000260,card_00131,2026-01-06T17:01:26Z,49.06,grocery,IN,True,False
txn_0000261,card_00752,2026-01-18T20:14:54Z,91.73,travel,DE,False,False
txn_0000262,card_00021,2026-01-10T08:23:10Z,91.98,entertainment,DE,True,False
txn_0000263,card_00386,2026-01-25T00:32:46Z,42.01,entertainment,AE,False,False
txn_0000264,card_00378,2026-01-25T00:07:49Z,78.12,utilities,SG,False,False
txn_0000265,card_00745,2026-01-24T02:28:17Z,35.76,entertainment,US,False,False
txn_0000266,card_00580,2026-01-01T11:29:55Z,98.28,pharmacy,AE,True,False
txn_0000267,card_00352,2026-01-20T18:08:12Z,117.7,travel,AE,False,False
txn_0000268,card_00074,2026-01-09T19:43:32Z,487.53,online_retail,GB,False,False
txn_0000269,card_00465,2026-01-19T16:30:49Z,194.5,atm_withdrawal,DE,False,False
txn_0000270,card_00175,2026-01-04T06:46:51Z,82.01,utilities,DE,False,False
txn_0000271,card_00656,2026-01-11T00:33:22Z,60.23,electronics,SG,True,False
txn_0000272,card_00186,2026-01-30T15:35:13Z,179.74,grocery,US,False,False
txn_0000273,card_00527,2026-01-11T08:16:50Z,4.85,online_retail,AE,False,False
txn_0000274,card_00601,2026-01-14T23:25:55Z,17.1,restaurant,SG,True,False
txn_0000275,card_00387,2026-01-22T21:53:30Z,69.15,pharmacy,IN,False,False
txn_0000276,card_00119,2026-01-12T02:51:17Z,99.6,utilities,US,False,False
txn_0000277,card_00453,2026-01-28T09:44:07Z,9.31,restaurant,AE,True,False
txn_0000278,card_00570,2026-01-22T20:08:02Z,19.29,online_retail,GB,True,False
txn_0000279,card_00382,2026-01-26T03:50:26Z,202.56,fuel,IN,True,False
txn_0000280,card_00527,2026-01-22T05:30:54Z,214.04,restaurant,GB,True,False
txn_0000281,card_00542,2026-01-20T17:09:52Z,21.52,electronics,IN,True,False
txn_0000282,card_00134,2026-01-28T10:56:53Z,302.25,restaurant,AE,True,False
txn_0000283,card_00808,2026-01-21T06:38:36Z,62.53,electronics,GB,True,False
txn_0000284,card_00008,2026-01-06T16:22:32Z,40.79,restaurant,AE,False,False
txn_0000285,card_00811,2026-01-18T07:28:41Z,131.01,restaurant,SG,True,False
txn_0000286,card_00740,2026-01-12T11:14:25Z,42.38,grocery,US,True,False
txn_0000287,card_00243,2026-01-22T01:00:29Z,29.43,fuel,AE,True,False
txn_0000288,card_00673,2026-01-12T13:30:10Z,167.12,pharmacy,US,False,False
txn_0000289,card_00643,2026-01-09T21:18:14Z,65.1,utilities,DE,False,False
txn_0000290,card_00004,2026-01-15T15:03:50Z,106.48,utilities,IN,False,False
txn_0000291,card_00132,2026-01-04T10:10:28Z,25.0,grocery,GB,True,False
txn_0000292,card_00531,2026-01-15T14:00:25Z,31.29,electronics,IN,False,False
txn_0000293,card_00782,2026-01-05T01:03:28Z,133.92,restaurant,SG,True,False
txn_0000294,card_00520,2026-01-20T18:19:29Z,238.28,online_retail,DE,False,False
txn_0000295,card_00075,2026-01-14T03:23:40Z,17.38,restaurant,DE,True,False
txn_0000296,card_00026,2026-01-11T05:21:35Z,144.09,travel,GB,False,False
txn_0000297,card_00896,2026-01-13T08:46:01Z,258.53,restaurant,SG,True,False
txn_0000298,card_00075,2026-01-24T03:35:37Z,33.26,travel,SG,False,False
txn_0000299,card_00703,2026-01-24T20:15:28Z,48.53,online_retail,DE,False,False
txn_0000300,card_00094,2026-01-11T09:21:44Z,34.61,grocery,US,True,False
txn_0000301,card_00429,2026-01-29T22:17:58Z,167.08,grocery,AE,False,False
txn_0000302,card_00410,2026-01-07T02:46:12Z,38.91,grocery,AE,True,False
txn_0000303,card_00381,2026-01-25T23:04:46Z,170.68,utilities,DE,False,False
txn_0000304,card_00461,2026-01-24T12:11:43Z,80.0,pharmacy,AE,False,False
txn_0000305,card_00744,2026-01-05T13:03:49Z,147.75,entertainment,US,False,False
txn_0000306,card_00042,2026-01-18T04:36:39Z,20.2,entertainment,IN,True,False
txn_0000307,card_00458,2026-01-24T23:17:50Z,107.07,atm_withdrawal,IN,True,False
txn_0000308,card_00857,2026-01-25T02:39:54Z,122.52,fuel,AE,False,False
txn_0000309,card_00886,2026-01-11T07:32:49Z,90.66,travel,SG,True,False
txn_0000310,card_00450,2026-01-25T03:32:48Z,29.93,restaurant,IN,True,False
txn_0000311,card_00386,2026-01-28T08:42:59Z,23.32,grocery,IN,False,False
txn_0000312,card_00152,2026-01-30T13:35:41Z,78.19,electronics,IN,True,False
txn_0000313,card_00505,2026-01-29T11:40:38Z,71.0,utilities,SG,True,False
txn_0000314,card_00257,2026-01-25T20:45:56Z,526.36,grocery,SG,False,False
txn_0000315,card_00373,2026-01-14T07:57:02Z,18.52,utilities,US,False,False
txn_0000316,card_00617,2026-01-28T06:43:17Z,88.86,grocery,GB,False,False
txn_0000317,card_00628,2026-01-04T21:06:27Z,92.91,entertainment,AE,True,False
txn_0000318,card_00301,2026-01-19T15:28:02Z,49.03,fuel,GB,False,False
txn_0000319,card_00593,2026-01-12T13:07:26Z,46.21,entertainment,US,False,False
txn_0000320,card_00752,2026-01-09T13:42:12Z,690.24,fuel,SG,True,False
txn_0000321,card_00476,2026-01-07T06:35:37Z,61.75,pharmacy,SG,True,False
txn_0000322,card_00501,2026-01-18T20:17:56Z,14.34,entertainment,DE,True,False
txn_0000323,card_00891,2026-01-15T18:37:12Z,315.37,travel,AE,True,False
txn_0000324,card_00474,2026-01-22T02:41:44Z,12.99,utilities,IN,True,False
