transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000160,card_00259,2026-01-22T15:08:40Z,80.54,online_retail,GB,True,False
txn_0000161,card_00369,2026-01-16T06:57:22Z,54.66,fuel,US,False,False
txn_0000162,card_00421,2026-01-27T15:11:44Z,28.56,atm_withdrawal,AE,True,False
txn_0000163,card_00192,2026-01-04T00:25:26Z,566.16,fuel,US,False,False
txn_0000164,card_00721,2026-01-01T01:53:52Z,91.07,online_retail,GB,False,False
txn_0000165,card_00241,2026-01-05T21:32:14Z,17.84,pharmacy,SG,False,False
txn_0000166,card_00292,2026-01-30T14:08:33Z,1.0,electronics,DE,True,False
txn_0000167,card_00192,2026-01-29T18:46:33Z,47.38,grocery,IN,False,False
txn_0000168,card_00102,2026-01-25T21:05:30Z,38.8,utilities,DE,True,False
txn_0000169,card_00735,2026-01-16T20:15:45Z,14.43,utilities,US,True,False
txn_0000170,card_00755,2026-01-15T23:30:47Z,38.19,atm_withdrawal,US,True,False
txn_0000171,card_00035,2026-01-30T02:42:55Z,40.94,atm_withdrawal,SG,False,False
txn_0000172,card_00059,2026-01-12T00:30:37Z,137.94,atm_withdrawal,DE,True,False
txn_0000173,card_00475,2026-01-18T03:26:51Z,85.13,utilities,IN,True,False
txn_0000174,card_00303,2026-01-01T19:17:45Z,75.06,grocery,SG,False,False
txn_0000175,card_00389,2026-01-15T00:23:51Z,95.59,restaurant,US,True,False
txn_0000176,card_00858,2026-01-14T03:23:57Z,243.43,entertainment,DE,False,False
txn_0000177,card_00318,2026-01-02T16:40:45Z,38.93,online_retail,IN,False,False
txn_0000178,card_00523,2026-01-17T16:01:10Z,603.9,electronics,DE,False,False
txn_0000179,card_00710,2026-01-08T01:40:11Z,156.54,online_retail,US,True,False
txn_0000180,card_00788,2026-01-20T07:27:01Z,220.43,grocery,US,True,False
txn_0000181,card_00206,2026-01-01T12:06:17Z,56.2,entertainment,US,False,False
txn_0000182,card_00890,2026-01-12T21:37:23Z,20.8,electronics,IN,False,False
txn_0000183,card_00491,2026-01-27T03:39:22Z,97.03,grocery,US,False,False
txn_0000184,card_00870,2026-01-05T03:21:52Z,36.43,restaurant,US,True,False
txn_0000185,card_00601,2026-01-20T04:52:05Z,66.58,grocery,DE,False,False
txn_0000186,card_00631,2026-01-09T01:17:23Z,106.76,utilities,AE,False,True
txn_0000187,card_00469,2026-01-07T23:05:20Z,89.16,online_retail,US,True,False
txn_0000188,card_00336,2026-01-01T02:10:58Z,26.26,electronics,GB,True,False
txn_0000189,card_00896,2026-01-13T11:09:33Z,30.35,electronics,AE,True,False
txn_0000190,card_00495,2026-01-24T11:47:03Z,21.41,grocery,SG,True,False
txn_0000191,card_00600,2026-01-13T14:15:48Z,269.94,fuel,GB,True,True
txn_0000192,card_00256,2026-01-01T02:01:41Z,6.72,fuel,IN,True,False
txn_0000193,card_00530,2026-01-20T23:46:22Z,132.38,atm_withdrawal,AE,True,False
txn_0000194,card_00263,2026-01-14T08:09:15Z,33.82,fuel,GB,False,False
txn_0000195,card_00036,2026-01-13T13:04:11Z,101.96,online_retail,GB,True,False
txn_0000196,card_00252,2026-01-27T14:28:37Z,164.28,utilities,IN,True,False
txn_0000197,card_00374,2026-01-08T02:16:04Z,109.14,pharmacy,AE,False,False
txn_0000198,card_00554,2026-01-19T23:48:50Z,117.59,electronics,IN,True,False
txn_0000199,card_00788,2026-01-08T21:13:03Z,41.11,restaurant,US,False,False
txn_0000200,card_00758,2026-01-29T15:57:40Z,49.8,grocery,AE,False,False
txn_0000201,card_00560,2026-01-05T11:34:22Z,88.44,atm_withdrawal,US,True,False
txn_0000202,card_00400,2026-01-29T09:54:09Z,32.78,grocery,SG,False,False
txn_0000203,card_00827,2026-01-15T11:30:31Z,40.39,atm_withdrawal,GB,True,False
txn_0000204,card_00456,2026-01-13T16:40:40Z,11.67,travel,DE,True,False
txn_0000205,card_00472,2026-01-25T10:14:27Z,72.01,entertainment,SG,False,False
txn_0000206,card_00615,2026-01-13T12:55:46Z,5.51,pharmacy,US,True,False
txn_0000207,card_00217,2026-01-06T04:31:41Z,117.76,pharmacy,SG,True,False
txn_0000208,card_00811,2026-01-01T19:16:51Z,41.19,online_retail,US,True,False
txn_0000209,card_00345,2026-01-01T08:09:50Z,114.75,atm_withdrawal,AE,True,False
txn_0000210,card_00298,2026-01-05T22:59:07Z,365.56,utilities,GB,False,False
txn_0000211,card_00586,2026-01-20T12:19:59Z,25.19,entertainment,SG,True,False
txn_0000212,card_00040,2026-01-30T07:29:58Z,377.8,entertainment,AE,True,False
txn_0000213,card_00007,2026-01-01T15:45:47Z,71.34,entertainment,AE,False,False
txn_0000214,card_00744,2026-01-17T00:52:40Z,105.5,fuel,GB,True,False
txn_0000215,card_00327,2026-01-30T22:06:08Z,57.52,electronics,DE,True,False
txn_0000216,card_00550,2026-01-10T18:06:08Z,38.43,travel,GB,False,False
txn_0000217,card_00159,2026-01-16T14:33:04Z,51.25,entertainment,GB,False,False
txn_0000218,card_00212,2026-01-06T08:15:42Z,123.08,utilities,AE,True,False
txn_0000219,card_00542,2026-01-21T18:31:27Z,199.96,travel,IN,False,False
txn_0000220,card_00310,2026-01-10T08:35:45Z,30.71,atm_withdrawal,DE,True,False
txn_0000221,card_00120,2026-01-10T20:28:09Z,172.01,travel,IN,True,False
txn_0000222,card_00671,2026-01-16T22:14:53Z,204.68,restaurant,IN,True,False
txn_0000223,card_00162,2026-01-28T08:16:58Z,43.04,grocery,US,True,False
txn_0000224,card_00442,2026-01-28T06:58:57Z,116.91,utilities,GB,False,False
txn_0000225,card_00857,2026-01-04T07:26:30Z,108.58,atm_withdrawal,GB,True,False
txn_0000226,card_00062,2026-01-28T13:59:53Z,35.88,online_retail,GB,False,False
txn_0000227,card_00146,2026-01-13T15:15:53Z,94.07,fuel,US,False,False
txn_0000228,card_00226,2026-01-19T04:24:49Z,54.83,electronics,DE,False,False
txn_0000229,card_00598,2026-01-09T23:35:40Z,302.28,utilities,IN,True,False
txn_0000230,card_00052,2026-01-06T15:22:37Z,58.37,pharmacy,AE,True,False
txn_0000231,card_00467,2026-01-13T21:27:34Z,30.19,electronics,DE,True,False
txn_0000232,card_00537,2026-01-13T02:10:01Z,25.23,travel,GB,False,False
txn_0000233,card_00203,2026-01-07T05:44:19Z,489.9,pharmacy,US,True,True
txn_0000234,card_00692,2026-01-07T05:46:41Z,47.84,grocery,AE,False,False
txn_0000235,card_00745,2026-01-09T06:43:12Z,63.54,entertainment,IN,True,False
txn_0000236,card_00174,2026-01-23T00:01:40Z,158.37,grocery,DE,False,False
txn_0000237,card_00733,2026-01-20T14:55:35Z,35.39,entertainment,US,False,False
txn_0000238,card_00633,2026-01-12T16:33:04Z,50.36,pharmacy,DE,False,False
txn_0000239,card_00371,2026-01-10T12:12:25Z,98.18,online_retail,GB,True,False
txn_0000240,card_00355,2026-01-19T17:32:41Z,83.16,travel,US,True,False
txn_0000241,card_00079,2026-01-13T09:42:35Z,904.29,electronics,IN,False,False
txn_0000242,card_00405,2026-01-24T21:45:04Z,3.36,travel,SG,True,False
txn_0000243,card_00759,2026-01-07T10:08:50Z,64.61,utilities,DE,False,False
txn_0000244,card_00576,2026-01-07T10:19:29Z,45.13,atm_withdrawal,AE,False,False
txn_0000245,card_00206,2026-01-09T11:13:46Z,41.88,online_retail,GB,True,False
txn_0000246,card_00378,2026-01-07T06:52:21Z,59.3,atm_withdrawal,IN,False,False
txn_0000247,card_00133,2026-01-14T05:29:16Z,20.09,utilities,AE,True,False
txn_0000248,card_00611,2026-01-11T05:29:28Z,346.44,online_retail,DE,False,False
txn_0000249,card_00414,2026-01-03T15:30:10Z,162.88,fuel,DE,True,False
txn_0000250,card_00846,2026-01-12T06:15:35Z,148.87,pharmacy,US,False,False
txn_0000251,card_00566,2026-01-02T10:13:48Z,31.1,restaurant,US,True,False
txn_0000252,card_00194,2026-01-25T07:54:09Z,46.8,entertainment,DE,True,False
txn_0000253,card_00842,2026-01-20T19:24:19Z,307.76,atm_withdrawal,AE,True,False
txn_0000254,card_00651,2026-01-04T17:33:49Z,140.66,restaurant,AE,True,False
txn_0000255,card_00693,2026-01-21T10:35:20Z,22.92,entertainment,DE,False,False
txn_0000256,card_00648,2026-01-07T10:34:52Z,69.0,restaurant,DE,False,False
txn_0000257,card_00616,2026-01-10T16:23:57Z,230.31,entertainment,SG,True,False
txn_0000258,card_00024,2026-01-09T08:54:13Z,217.63,restaurant,SG,True,False
txn_0000259,card_00877,2026-01-16T21:30:01Z,97.32,restaurant,DE,True,False
txn_0000260,card_00296,2026-01-15T11:42:52Z,281.89,travel,US,False,False
txn_0000261,card_00791,2026-01-11T06:30:15Z,15.79,fuel,DE,True,False
txn_0000262,card_00566,2026-01-24T05:03:46Z,17.29,online_retail,GB,True,False
txn_0000263,card_00137,2026-01-17T17:20:49Z,47.96,pharmacy,DE,False,False
txn_0000264,card_00490,2026-01-09T01:02:48Z,25.74,entertainment,US,False,False
txn_0000265,card_00619,2026-01-07T22:33:06Z,63.37,atm_withdrawal,DE,True,False
txn_0000266,card_00584,2026-01-07T22:38:38Z,77.63,fuel,GB,True,False
txn_0000267,card_00776,2026-01-21T04:53:30Z,67.81,grocery,GB,True,False
txn_0000268,card_00788,2026-01-09T11:44:38Z,36.83,fuel,AE,True,False
txn_0000269,card_00669,2026-01-23T22:12:50Z,274.18,restaurant,IN,True,False
txn_0000270,card_00465,2026-01-27T05:00:12Z,187.51,fuel,US,False,True
txn_0000271,card_00718,2026-01-06T19:41:14Z,260.58,electronics,GB,True,False
txn_0000272,card_00170,2026-01-29T08:46:53Z,69.85,restaurant,IN,True,False
txn_0000273,card_00170,2026-01-22T00:53:07Z,27.84,online_retail,AE,True,False
txn_0000274,card_00704,2026-01-24T20:29:58Z,11.01,fuel,IN,False,False
txn_0000275,card_00417,2026-01-14T18:52:12Z,15.09,electronics,SG,True,False
txn_0000276,card_00791,2026-01-08T13:14:46Z,93.65,atm_withdrawal,DE,False,False
txn_0000277,card_00896,2026-01-16T02:46:07Z,26.13,online_retail,IN,False,False
txn_0000278,card_00139,2026-01-12T15:43:53Z,51.24,electronics,GB,True,False
txn_0000279,card_00559,2026-01-25T04:15:56Z,62.67,restaurant,US,False,False
txn_0000280,card_00189,2026-01-10T07:22:15Z,66.69,online_retail,IN,False,False
txn_0000281,card_00132,2026-01-25T15:32:48Z,52.23,utilities,DE,True,False
txn_0000282,card_00744,2026-01-02T04:47:14Z,33.95,restaurant,DE,True,False
txn_0000283,card_00347,2026-01-09T02:10:02Z,87.31,grocery,SG,True,False
txn_0000284,card_00251,2026-01-04T13:44:29Z,59.27,atm_withdrawal,DE,True,False
txn_0000285,card_00843,2026-01-03T21:26:05Z,295.14,pharmacy,SG,True,False
txn_0000286,card_00152,2026-01-14T13:00:38Z,1098.02,pharmacy,GB,True,False
txn_0000287,card_00303,2026-01-14T10:58:53Z,35.09,travel,IN,True,False
txn_0000288,card_00379,2026-01-15T14:39:14Z,29.78,electronics,SG,False,False
txn_0000289,card_00260,2026-01-28T08:05:42Z,93.2,restaurant,DE,True,False
txn_0000290,card_00182,2026-01-01T07:07:45Z,67.37,grocery,IN,True,False
txn_0000291,card_00885,2026-01-24T09:10:00Z,12.37,entertainment,DE,False,False
txn_0000292,card_00638,2026-01-02T23:48:34Z,464.86,online_retail,DE,True,False
txn_0000293,card_00108,2026-01-23T05:00:24Z,93.68,restaurant,GB,False,False
txn_0000294,card_00218,2026-01-09T11:46:48Z,62.68,travel,GB,False,False
txn_0000295,card_00401,2026-01-10T05:43:46Z,106.21,restaurant,GB,False,False
txn_0000296,card_00597,2026-01-22T20:59:09Z,93.85,pharmacy,IN,True,False
txn_0000297,card_00733,2026-01-28T09:02:43Z,25.8,travel,AE,True,False
txn_0000298,card_00602,2026-01-07T06:10:03Z,47.08,electronics,IN,True,False
txn_0000299,card_00690,2026-01-20T05:45:40Z,6.51,restaurant,AE,True,False
txn_0000300,card_00346,2026-01-15T18:47:12Z,83.2,utilities,AE,True,False
txn_0000301,card_00032,2026-01-10T13:57:38Z,78.2,fuel,AE,False,False
txn_0000302,card_00748,2026-01-19T08:06:52Z,30.82,atm_withdrawal,IN,True,False
txn_0000303,card_00559,2026-01-08T02:37:09Z,61.58,restaurant,AE,False,False
txn_0000304,card_00576,2026-01-22T20:56:06Z,124.59,pharmacy,US,True,False
txn_0000305,card_00259,2026-01-23T06:55:26Z,265.75,pharmacy,IN,True,True
txn_0000306,card_00574,2026-01-24T16:12:27Z,163.58,utilities,SG,True,False
txn_0000307,card_00831,2026-01-05T12:27:11Z,15.47,pharmacy,AE,True,False
txn_0000308,card_00223,2026-01-07T05:29:21Z,18.06,utilities,US,True,False
txn_0000309,card_00601,2026-01-13T01:54:46Z,225.31,utilities,GB,False,False
txn_0000310,card_00062,2026-01-07T17:08:05Z,97.6,grocery,DE,False,False
txn_0000311,card_00830,2026-01-28T23:40:34Z,255.79,grocery,SG,False,False
txn_0000312,card_00867,2026-01-28T19:38:50Z,14.57,grocery,IN,True,False
txn_0000313,card_00079,2026-01-01T04:14:36Z,37.18,pharmacy,IN,True,False
txn_0000314,card_00861,2026-01-21T12:36:38Z,122.38,online_retail,GB,True,False
txn_0000315,card_00386,2026-01-25T02:27:12Z,16.29,grocery,AE,True,False
txn_0000316,card_00642,2026-01-18T14:26:39Z,40.33,online_retail,GB,True,False
txn_0000317,card_00385,2026-01-20T12:51:53Z,74.24,travel,IN,False,False
txn_0000318,card_00463,2026-01-30T04:13:54Z,92.67,entertainment,US,True,False
txn_0000319,card_00603,2026-01-17T07:13:56Z,45.77,atm_withdrawal,GB,True,False
txn_0000320,card_00060,2026-01-10T07:51:05Z,13.05,fuel,US,True,False
txn_0000321,card_00456,2026-01-20T07:52:55Z,149.55,utilities,AE,False,False
txn_0000322,card_00855,2026-01-13T03:20:09Z,177.79,grocery,SG,False,True
txn_0000323,card_00354,2026-01-09T08:20:51Z,25.67,entertainment,AE,False,False
txn_0000324,card_00672,2026-01-21T08:47:22Z,58.33,fuel,AE,True,False
